model	score
cbp	0.02094
cbp	0.52658
cbp	0.45530
cbp	0.22668
cbp	0.59453
cbp	0.32187
cbp	0.31095
cbp	0.93317
cbp	0.71927
cbp	0.20768
cbp	0.48156
cbp	0.00248
cbp	0.15763
cbp	0.39850
cbp	0.23186
cbp	0.75417
cbp	0.40853
cbp	0.14860
cbp	0.42469
cbp	0.01334
cbp	0.42386
cbp	0.49303
cbp	0.14693
cbp	0.08420
cbp	0.32654
cbp	0.28145
cbp	0.57861
cbp	0.53319
cbp	0.33017
cbp	0.39275
cbp	0.45838
cbp	0.48458
cbp	0.16194
cbp	0.67134
cbp	0.38486
cbp	0.76097
cbp	0.30641
cbp	0.26545
cbp	0.05147
cbp	0.09852
cbp	0.07906
cbp	0.34800
cbp	0.48422
cbp	0.67993
cbp	0.42253
cbp	0.51562
cbp	0.81063
cbp	0.61595
cbp	0.46040
cbp	0.62908
cbp	0.26866
cbp	0.57743
cbp	0.20702
cbp	0.33864
cbp	0.25116
cbp	0.43794
cbp	0.30663
cbp	0.36412
cbp	0.39909
cbp	0.22657
cbp	0.54807
cbp	0.05582
cbp	0.61382
cbp	0.11835
cbp	0.22045
cbp	0.15085
cbp	0.17937
cbp	0.37542
cbp	0.22695
cbp	0.22359
cbp	0.44481
cbp	0.57781
cbp	0.01318
cbp	0.33161
cbp	0.52275
cbp	0.01237
cbp	0.14577
cbp	0.35418
cbp	0.34023
cbp	0.12756
cbp	0.21810
cbp	0.22517
cbp	0.27571
cbp	0.22739
cbp	0.02423
cbp	0.54168
cbp	0.07313
cbp	0.17104
cbp	0.30755
cbp	0.24827
cbp	0.07672
cbp	0.43108
cbp	0.59674
cbp	0.27597
cbp	0.02410
cbp	0.34438
cbp	0.33649
cbp	0.14832
cbp	0.20529
cbp	0.76970
cbp	0.23399
cbp	0.66484
cbp	0.29375
cbp	0.08111
cbp	0.23025
cbp	0.36252
cbp	0.36071
cbp	0.27383
cbp	0.42443
cbp	0.46397
cbp	0.11292
cbp	0.70016
cbp	0.48273
cbp	0.03212
cbp	0.75653
cbp	0.19864
cbp	0.51941
cbp	0.30611
cbp	0.41198
cbp	0.50400
cbp	0.16925
cbp	0.42469
cbp	0.23875
cbp	0.02230
cbp	0.21527
cbp	0.57150
cbp	0.04626
cbp	0.20760
cbp	0.22109
cbp	0.30055
cbp	0.41411
cbp	0.48709
cbp	0.12132
cbp	0.77741
cbp	0.27810
cbp	0.02014
cbp	0.26842
cbp	0.14259
cbp	0.21201
cbp	0.36285
cbp	0.33823
cbp	0.42943
cbp	0.21037
cbp	0.77186
cbp	0.24675
cbp	0.38408
cbp	0.17694
cbp	0.42443
cbp	0.44743
cbp	0.25333
cbp	0.18198
cbp	0.36000
cbp	0.57314
cbp	0.25026
cbp	0.01824
cbp	0.60064
cbp	0.31803
cbp	0.04441
cbp	0.05754
cbp	0.66127
cbp	0.35748
cbp	0.24351
cbp	0.36382
cbp	0.13763
cbp	0.77612
cbp	0.18886
cbp	0.10793
cbp	0.07125
cbp	0.09879
cbp	0.28952
cbp	0.05176
cbp	0.58165
cbp	0.35700
cbp	0.13671
cbp	0.13248
cbp	0.22846
cbp	0.12222
cbp	0.23720
cbp	0.00172
cbp	0.32170
cbp	0.50036
cbp	0.68318
cbp	0.32959
cbp	0.31172
cbp	0.11625
cbp	0.43961
cbp	0.35404
cbp	0.46120
cbp	0.43049
cbp	0.28374
cbp	0.31725
cbp	0.35611
cbp	0.42418
cbp	0.30156
cbp	0.08274
cbp	0.31010
cbp	0.51338
cbp	0.11259
cbp	0.00629
cbp	0.32265
cbp	0.52379
cbp	0.14957
cbp	0.40247
cbp	0.44989
cbp	0.33222
cbp	0.21830
cbp	0.56844
cbp	0.17026
cbp	0.32448
cbp	0.03209
cbp	0.44362
cbp	0.57140
cbp	0.10024
cbp	0.70843
cbp	0.63043
cbp	0.27592
cbp	0.49535
cbp	0.76871
cbp	0.35847
cbp	0.39660
cbp	0.18356
cbp	0.13410
cbp	0.27008
cbp	0.50708
cbp	0.27180
cbp	0.61449
cbp	0.67101
cbp	0.29743
cbp	0.36721
cbp	0.02910
cbp	0.15989
cbp	0.33523
cbp	0.09644
cbp	0.32290
cbp	0.10248
cbp	0.22730
cbp	0.23330
cbp	0.27583
cbp	0.06668
cbp	0.81938
cbp	0.57284
cbp	0.50769
cbp	0.18000
cbp	0.70369
cbp	0.36853
cbp	0.16763
cbp	0.18303
cbp	0.22483
cbp	0.47247
cbp	0.09984
cbp	0.20509
cbp	0.15946
cbp	0.42940
cbp	0.15645
cbp	0.58966
cbp	0.22497
cbp	0.84288
cbp	0.36933
cbp	0.37326
cbp	0.38245
cbp	0.42469
cbp	0.59654
cbp	0.03140
cbp	0.20287
cbp	0.05213
cbp	0.32651
cbp	0.57711
cbp	0.17427
cbp	0.31410
cbp	0.71623
cbp	0.18304
cbp	0.09385
cbp	0.41079
cbp	0.19398
cbp	0.53828
cbp	0.39077
cbp	0.01519
cbp	0.22442
cbp	0.09160
cbp	0.20419
cbp	0.28514
cbp	0.16681
cbp	0.30465
cbp	0.19827
cbp	0.25546
cbp	0.19843
cbp	0.58136
cbp	0.83734
cbp	0.11510
cbp	0.26579
cbp	0.33982
cbp	0.32493
cbp	0.12461
cbp	0.07629
cbp	0.45568
cbp	0.24233
cbp	0.20977
cbp	0.15850
cbp	0.60333
cbp	0.42371
cbp	0.22198
cbp	0.38033
cbp	0.23651
cbp	0.14501
cbp	0.78473
cbp	0.46570
cbp	0.30691
cbp	0.39353
cbp	0.19648
cbp	0.45769
cbp	0.16386
cbp	0.38401
cbp	0.65223
cbp	0.57272
cbp	0.37026
cbp	0.18151
cbp	0.11277
cbp	0.18876
cbp	0.16120
cbp	0.39940
cbp	0.26369
cbp	0.37056
cbp	0.06376
cbp	0.92743
cbp	0.29048
cbp	0.39773
cbp	0.51772
cbp	0.15166
cbp	0.23535
cbp	0.35361
cbp	0.12066
cbp	0.14960
cbp	0.53449
cbp	0.17610
cbp	0.50112
cbp	0.00469
cbp	0.26981
cbp	0.00323
cbp	0.27685
cbp	0.10005
cbp	0.24824
cbp	0.76931
cbp	0.54308
cbp	0.53644
cbp	0.32656
cbp	0.08331
cbp	0.28764
cbp	0.54914
cbp	0.34619
cbp	0.30431
cbp	0.31285
cbp	0.05695
cbp	0.54791
cbp	0.56224
cbp	0.21646
cbp	0.37275
cbp	0.73500
cbp	0.24336
cbp	0.30824
cbp	0.43522
cbp	0.08806
cbp	0.26467
cbp	0.25300
cbp	0.53076
cbp	0.44606
cbp	0.14653
cbp	0.32830
cbp	0.13532
cbp	0.56316
cbp	0.46986
cbp	0.01884
cbp	0.27960
cbp	0.29010
cbp	0.00318
cbp	0.07133
cbp	0.77308
cbp	0.01639
cbp	0.00533
cbp	0.57889
cbp	0.61414
cbp	0.23157
cbp	0.01367
cbp	0.38321
cbp	0.61392
cbp	0.21173
cbp	0.42249
cbp	0.02960
cbp	0.27166
cbp	0.36845
cbp	0.11424
cbp	0.44481
cbp	0.58361
cbp	0.36632
cbp	0.18774
cbp	0.18525
cbp	0.21340
cbp	0.54125
cbp	0.39336
cbp	0.12979
cbp	0.26683
cbp	0.21056
cbp	0.54882
cbp	0.65828
cbp	0.64333
cbp	0.22161
cbp	0.52695
cbp	0.58547
cbp	0.21219
cbp	0.18964
cbp	0.10957
cbp	0.24303
cbp	0.33535
cbp	0.35828
cbp	0.38046
cbp	0.43663
cbp	0.18864
cbp	0.72111
cbp	0.15998
cbp	0.66806
cbp	0.17340
cbp	0.19085
cbp	0.77075
cbp	0.18657
cbp	0.23278
cbp	0.00810
cbp	0.00331
cbp	0.13677
cbp	0.34190
cbp	0.27230
cbp	0.25267
cbp	0.68163
cbp	0.28258
cbp	0.25316
cbp	0.18896
cbp	0.28564
cbp	0.44481
cbp	0.21862
cbp	0.42842
cbp	0.23480
cbp	0.36853
cbp	0.23581
cbp	0.15309
cbp	0.56949
cbp	0.09509
cbp	0.04779
cbp	0.44106
cbp	0.18354
cbp	0.59815
cbp	0.30531
cbp	0.50216
cbp	0.14250
cbp	0.08265
cbp	0.06290
cbp	0.20530
cbp	0.27353
cbp	0.48416
cbp	0.03888
cbp	0.19010
cbp	0.48128
cbp	0.13558
cbp	0.00175
cbp	0.56316
cbp	0.10030
cbp	0.10626
cbp	0.79395
cbp	0.08340
cbp	0.93012
cbp	0.35194
cbp	0.44481
cbp	0.60097
cbp	0.11918
cbp	0.16714
cbp	0.17923
cbp	0.45499
cbp	0.49123
cbp	0.16752
cbp	0.23415
cbp	0.27455
cbp	0.06022
cbp	0.43385
cbp	0.01085
cbp	0.02704
cbp	0.15883
cbp	0.31752
cbp	0.06518
cbp	0.36727
cbp	0.30593
cbp	0.38825
cbp	0.00104
cbp	0.81857
cbp	0.50789
cbp	0.11453
cbp	0.41506
cbp	0.16329
cbp	0.06726
cbp	0.19755
cbp	0.43059
cbp	0.01168
cbp	0.02140
cbp	0.14759
cbp	0.12507
cbp	0.54225
cbp	0.16242
cbp	0.42677
cbp	0.41800
cbp	0.59678
cbp	0.31434
cbp	0.61903
cbp	0.36954
cbp	0.09365
cbp	0.13801
cbp	0.19352
cbp	0.33302
cbp	0.00189
cbp	0.10826
cbp	0.55561
cbp	0.27662
cbp	0.26562
cbp	0.36315
cbp	0.12373
cbp	0.50768
cbp	0.40693
cbp	0.44414
cbp	0.47776
cbp	0.20163
cbp	0.56682
cbp	0.20711
cbp	0.30441
cbp	0.75206
cbp	0.15286
cbp	0.62589
cbp	0.43420
cbp	0.37305
cbp	0.42308
cbp	0.00168
cbp	0.87687
cbp	0.00865
cbp	0.02391
cbp	0.19660
cbp	0.09432
cbp	0.43493
cbp	0.06177
cbp	0.32130
cbp	0.34607
cbp	0.29691
cbp	0.26571
cbp	0.04571
cbp	0.43975
cbp	0.20511
cbp	0.57164
cbp	0.53428
cbp	0.25837
cbp	0.40890
cbp	0.35413
cbp	0.35834
cbp	0.79399
cbp	0.35147
cbp	0.26719
cbp	0.78645
cbp	0.39677
cbp	0.62309
cbp	0.92743
cbp	0.11702
cbp	0.25385
cbp	0.00203
cbp	0.76146
cbp	0.10978
cbp	0.13865
cbp	0.49938
cbp	0.20500
cbp	0.17874
cbp	0.12964
cbp	0.28723
cbp	0.00577
cbp	0.05205
cbp	0.13334
cbp	0.05934
cbp	0.36824
cbp	0.30110
cbp	0.17781
cbp	0.32270
cbp	0.34879
cbp	0.15800
cbp	0.08706
cbp	0.00398
cbp	0.33428
cbp	0.44610
cbp	0.16314
cbp	0.23516
cbp	0.22830
cbp	0.18003
cbp	0.23499
cbp	0.21163
cbp	0.43671
cbp	0.12100
cbp	0.36978
cbp	0.82836
cbp	0.14135
cbp	0.54287
cbp	0.19571
cbp	0.00000
cbp	0.50753
cbp	0.32975
cbp	0.17271
cbp	0.65912
cbp	0.32657
cbp	0.64334
cbp	0.39595
cbp	0.40073
cbp	0.60319
cbp	0.29899
cbp	0.27273
cbp	0.17279
cbp	0.17553
cbp	0.32589
cbp	0.19609
cbp	0.07451
cbp	0.58084
cbp	0.14642
cbp	0.25631
cbp	0.58101
cbp	0.30428
cbp	0.36418
cbp	0.50253
cbp	0.17817
cbp	0.22341
cbp	0.52485
cbp	0.73758
cbp	0.22632
cbp	0.15143
cbp	0.47721
cbp	0.21584
cbp	0.39031
cbp	0.23677
cbp	0.17791
cbp	0.45419
cbp	0.11100
cbp	0.56741
cbp	0.06066
cbp	0.10938
cbp	0.71128
cbp	0.12278
cbp	0.64683
cbp	0.09150
cbp	0.00495
cbp	0.30681
cbp	0.30750
cbp	0.84011
cbp	0.56644
cbp	0.02389
cbp	0.22243
cbp	0.13413
cbp	0.62056
cbp	0.30323
cbp	0.60532
cbp	0.81945
cbp	0.69367
cbp	0.34921
cbp	0.60384
cbp	0.23642
cbp	0.73829
cbp	0.37360
cbp	0.51698
cbp	0.45863
cbp	0.30783
cbp	0.44310
cbp	0.17795
cbp	0.28695
cbp	0.15985
cbp	0.22490
cbp	0.45827
cbp	0.26302
cbp	0.03362
cbp	0.14341
cbp	0.45653
cbp	0.38505
cbp	0.06323
cbp	0.26733
cbp	0.20802
cbp	0.71673
cbp	0.30007
cbp	0.10499
cbp	0.42710
cbp	0.36186
cbp	0.27517
cbp	0.63800
cbp	0.51512
cbp	0.08102
cbp	0.07902
cbp	0.17956
cbp	0.40143
cbp	0.19213
cbp	0.31544
cbp	0.20600
cbp	0.52015
cbp	0.04291
cbp	0.33372
cbp	0.42360
cbp	0.54053
cbp	0.21023
cbp	0.26308
cbp	0.22500
cbp	0.51103
cbp	0.39140
cbp	0.20373
cbp	0.28616
cbp	0.12302
cbp	0.25645
cbp	0.59632
cbp	0.13468
cbp	0.44487
cbp	0.47632
cbp	0.63161
cbp	0.37591
cbp	0.17335
cbp	0.61261
cbp	0.35675
cbp	0.20454
cbp	0.18664
cbp	0.30630
cbp	0.42010
cbp	0.13641
cbp	0.30851
cbp	0.31952
cbp	0.09713
cbp	0.43991
cbp	0.33096
cbp	0.36733
cbp	0.01091
cbp	0.35229
cbp	0.47624
cbp	0.25513
cbp	0.37990
cbp	0.42080
cbp	0.26141
cbp	0.73457
cbp	0.46007
cbp	0.10538
cbp	0.24651
cbp	0.37910
cbp	0.17732
cbp	0.51102
cbp	0.62367
cbp	0.71923
cbp	0.48584
cbp	0.51802
cbp	0.12817
cbp	0.32585
cbp	0.04628
cbp	0.20508
cbp	0.49836
cbp	0.26810
cbp	0.39138
cbp	0.40798
cbp	0.52336
cbp	0.01855
cbp	0.00257
cbp	0.12982
cbp	0.64226
cbp	0.44657
cbp	0.14944
cbp	0.66438
cbp	0.03917
cbp	0.31828
cbp	0.12225
cbp	0.40811
cbp	0.24857
cbp	0.07821
cbp	0.33634
cbp	0.11972
cbp	0.34133
cbp	0.39550
cbp	0.18002
cbp	0.43849
cbp	0.40063
cbp	0.45663
cbp	0.13836
cbp	0.06845
cbp	0.48541
cbp	0.29737
cbp	0.33440
cbp	0.24163
cbp	0.19486
cbp	0.18427
cbp	0.59740
cbp	0.07223
cbp	0.28938
cbp	0.37014
cbp	0.60892
cbp	0.56919
cbp	0.29889
cbp	0.11220
cbp	0.06864
cbp	0.29690
cbp	0.04773
cbp	0.28912
cbp	0.30898
cbp	0.14746
cbp	0.63604
cbp	0.19160
cbp	0.34471
cbp	0.28271
cbp	0.35003
cbp	0.52186
cbp	0.03811
cbp	0.24178
cbp	0.23622
cbp	0.10172
cbp	0.70465
cbp	0.03231
cbp	0.07226
cbp	0.25380
cbp	0.33497
cbp	0.54050
cbp	0.83810
cbp	0.24788
cbp	0.30442
cbp	0.06434
cbp	0.52219
cbp	0.27481
cbp	0.50264
cbp	0.03752
cbp	0.34467
cbp	0.03673
cbp	0.12028
cbp	0.40505
cbp	0.04512
cbp	0.14063
cbp	0.14911
cbp	0.43455
cbp	0.53682
cbp	0.51311
cbp	0.26579
cbp	0.04247
cbp	0.31760
cbp	0.06325
cbp	0.12477
cbp	0.34069
cbp	0.63373
cbp	0.63482
cbp	0.44420
cbp	0.04390
cbp	0.76276
cbp	0.30269
cbp	0.05921
cbp	0.00546
cbp	0.68139
cbp	0.23627
cbp	0.25865
cbp	0.53966
cbp	0.12944
cbp	0.66141
cbp	0.37463
cbp	0.20946
cbp	0.52861
cbp	0.24643
cbp	0.35900
cbp	0.30710
cbp	0.31764
cbp	0.32171
cbp	0.20555
cbp	0.62180
cbp	0.34798
cbp	0.32320
cbp	0.40192
cbp	0.08048
cbp	0.14169
cbp	0.37890
cbp	0.44973
cbp	0.27115
cbp	0.15576
cbp	0.52653
cbp	0.41861
cbp	0.57131
cbp	0.14693
cbp	0.62330
cbp	0.13685
cbp	0.21161
cbp	0.04054
cbp	0.05384
cbp	0.74420
cbp	0.27933
cbp	0.11436
cbp	0.15845
cbp	0.01825
cbp	0.25906
cbp	0.66756
cbp	0.07639
cbp	0.37994
cbp	0.20973
cbp	0.76247
cbp	0.75468
cbp	0.18275
cbp	0.63159
cbp	0.61505
cbp	0.31247
cbp	0.53991
cbp	0.17299
cbp	0.16624
cbp	0.12279
cbp	0.06015
cbp	0.38353
cbp	0.18838
cbp	0.41914
cbp	0.21009
cbp	0.29721
cbp	0.10366
cbp	0.33239
cbp	0.16678
cbp	0.50132
cbp	0.10621
cbp	0.16552
cbp	0.18709
cbp	0.39573
cbp	0.50455
cbp	0.15467
cbp	0.18372
cbp	0.25928
cbp	0.73763
cbp	0.01770
cbp	0.02470
cbp	0.37861
cbp	0.15633
cbp	0.60301
cbp	0.26815
cbp	0.33066
cbp	0.10730
cbp	0.83652
cbp	0.20182
cbp	0.11010
cbp	0.09729
cbp	0.75774
cbp	0.42469
cbp	0.23415
cbp	0.19906
cbp	0.00245
cbp	0.48596
cbp	0.17547
cbp	0.00113
cbp	0.00476
cbp	0.56331
cbp	0.18614
cbp	0.63647
cbp	0.38283
cbp	0.25791
cbp	0.48137
cbp	0.51233
cbp	0.40100
cbp	0.49394
cbp	0.34671
cbp	0.57666
cbp	0.19322
cbp	0.27799
cbp	0.68105
cbp	0.41491
cbp	0.54371
cbp	0.33073
cbp	0.28624
cbp	0.05784
cbp	0.54690
cbp	0.10266
cbp	0.48053
cbp	0.86352
cbp	0.57384
cbp	0.23342
cbp	0.02107
cbp	0.27993
cbp	0.53402
cbp	0.55557
cbp	0.24511
cbp	0.05592
cbp	0.17225
cbp	0.44976
cbp	0.00208
cbp	0.35540
cbp	0.75354
cbp	0.10494
cbp	0.45289
cbp	0.33072
cbp	0.16150
cbp	0.46611
cbp	0.14730
cbp	0.07704
cbp	0.35439
cbp	0.38528
cbp	0.02783
cbp	0.85648
cbp	0.36905
cbp	0.35297
cbp	0.34381
cbp	0.36723
cbp	0.38863
cbp	0.47652
cbp	0.15971
cbp	0.02920
cbp	0.44843
cbp	0.47464
cbp	0.27378
cbp	0.19686
cbp	0.19793
cbp	0.46920
cbp	0.08848
cbp	0.42545
cbp	0.19369
cbp	0.07251
cbp	0.22239
cbp	0.34339
cbp	0.25238
cbp	0.49201
cbp	0.27313
cbp	0.82878
cbp	0.20726
cbp	0.42906
cbp	0.34658
cbp	0.47326
cbp	0.27691
cbp	0.52593
cbp	0.12961
cbp	0.25211
cbp	0.76597
cbp	0.25415
cbp	0.12618
cbp	0.42431
cbp	0.52815
cbp	0.27064
cbp	0.53280
cbp	0.62549
cbp	0.31254
cbp	0.43487
cbp	0.46629
cbp	0.01396
cbp	0.27708
cbp	0.13929
cbp	0.38099
cbp	0.55762
cbp	0.07882
cbp	0.15669
cbp	0.22278
cbp	0.38589
cbp	0.27943
cbp	0.48815
cbp	0.31314
cbp	0.05188
cbp	0.05897
cbp	0.14723
cbp	0.57566
cbp	0.20566
cbp	0.14475
cbp	0.36518
cbp	0.13593
cbp	0.61242
cbp	0.06008
cbp	0.12547
cbp	0.29073
cbp	0.42265
cbp	0.30171
cbp	0.62898
cbp	0.47033
cbp	0.61071
cbp	0.23996
cbp	0.50466
cbp	0.45174
cbp	0.25154
cbp	0.07883
cbp	0.15795
cbp	0.29993
cbp	0.13876
cbp	0.15453
cbp	0.20636
cbp	0.62415
cbp	0.61908
cbp	0.16043
cbp	0.64161
cbp	0.54088
cbp	0.19819
cbp	0.44237
cbp	0.02283
cbp	0.51685
cbp	0.29553
cbp	0.78469
cbp	0.52567
cbp	0.05724
cbp	0.52439
cbp	0.41652
cbp	0.49982
cbp	0.04346
cbp	0.23146
cbp	0.10923
cbp	0.28370
cbp	0.11075
cbp	0.16664
cbp	0.38520
cbp	0.18157
cbp	0.36604
cbp	0.23277
cbp	0.27740
cbp	0.20021
cbp	0.19079
cbp	0.30069
cbp	0.41536
cbp	0.19859
cbp	0.59917
cbp	0.24017
cbp	0.05397
cbp	0.19746
cbp	0.10842
cbp	0.08398
cbp	0.33479
cbp	0.26266
cbp	0.23700
cbp	0.34110
cbp	0.14793
cbp	0.02095
cbp	0.56107
cbp	0.16605
cbp	0.36231
cbp	0.17806
cbp	0.24358
cbp	0.61168
cbp	0.21572
cbp	0.01175
cbp	0.52324
cbp	0.37735
cbp	0.43096
cbp	0.08769
cbp	0.18995
cbp	0.14547
cbp	0.11564
cbp	0.37536
cbp	0.21131
cbp	0.51213
cbp	0.02234
cbp	0.07571
cbp	0.34612
cbp	0.08247
cbp	0.06575
cbp	0.12224
cbp	0.14845
cbp	0.00366
cbp	0.20184
cbp	0.14705
cbp	0.00214
cbp	0.55254
cbp	0.32719
cbp	0.28147
cbp	0.13151
cbp	0.39422
cbp	0.01047
cbp	0.04594
cbp	0.69351
cbp	0.20325
cbp	0.18942
cbp	0.17216
cbp	0.01727
cbp	0.42294
cbp	0.44399
cbp	0.35681
cbp	0.19766
cbp	0.42010
cbp	0.46049
cbp	0.12813
cbp	0.30993
cbp	0.00240
cbp	0.57851
cbp	0.36790
cbp	0.37465
cbp	0.23662
cbp	0.00896
cbp	0.17323
cbp	0.26448
cbp	0.19197
cbp	0.05912
cbp	0.62241
cbp	0.14255
cbp	0.47537
cbp	0.21448
cbp	0.30107
cbp	0.24442
cbp	0.56842
cbp	0.67328
cbp	0.44008
cbp	0.75167
cbp	0.15472
cbp	0.56248
cbp	0.23318
cbp	0.15726
cbp	0.28725
cbp	0.11696
cbp	0.32830
cbp	0.67202
cbp	0.39887
cbp	0.56535
cbp	0.52257
cbp	0.25872
cbp	0.01050
cbp	0.10350
cbp	0.23214
cbp	0.22109
cbp	0.19431
cbp	0.46290
cbp	0.01547
cbp	0.25026
cbp	0.00262
cbp	0.22840
cbp	0.59515
cbp	0.04166
cbp	0.50047
cbp	0.34535
cbp	0.36976
cbp	0.86972
cbp	0.28742
cbp	0.27832
cbp	0.28775
cbp	0.12285
cbp	0.33291
cbp	0.54163
cbp	0.00562
cbp	0.35688
cbp	0.09069
cbp	0.38065
cbp	0.30290
cbp	0.39540
cbp	0.03514
cbp	0.10499
cbp	0.29440
cbp	0.11787
cbp	0.51228
cbp	0.20986
cbp	0.64195
cbp	0.41077
cbp	0.16795
cbp	0.07331
cbp	0.19361
cbp	0.16598
cbp	0.21254
cbp	0.60773
cbp	0.14755
cbp	0.15823
cbp	0.09973
cbp	0.26829
cbp	0.59982
cbp	0.55096
cbp	0.10640
cbp	0.25885
cbp	0.38878
cbp	0.34606
cbp	0.00993
cbp	0.26185
cbp	0.39832
cbp	0.35337
cbp	0.29582
cbp	0.28431
cbp	0.22306
cbp	0.04848
cbp	0.01167
cbp	0.16240
cbp	0.63049
cbp	0.41199
cbp	0.45838
cbp	0.25085
cbp	0.12133
cbp	0.47778
cbp	0.12904
cbp	0.59255
cbp	0.13007
cbp	0.47532
cbp	0.59989
cbp	0.16572
cbp	0.25960
cbp	0.06070
cbp	0.42469
cbp	0.22281
cbp	0.56503
cbp	0.01548
cbp	0.78282
cbp	0.43398
cbp	0.34163
cbp	0.50873
cbp	0.17918
cbp	0.49113
cbp	0.68115
cbp	0.02601
cbp	0.48044
cbp	0.12702
cbp	0.61036
cbp	0.42432
cbp	0.45267
cbp	0.17201
cbp	0.59908
cbp	0.16723
cbp	0.45289
cbp	0.16829
cbp	0.54675
cbp	0.04508
cbp	0.28829
cbp	0.31558
cbp	0.01947
cbp	0.16807
cbp	0.57025
cbp	0.23123
cbp	0.66861
cbp	0.15249
cbp	0.25516
cbp	0.27602
cbp	0.44272
cbp	0.22939
cbp	0.07058
cbp	0.03387
cbp	0.08014
cbp	0.58020
cbp	0.17969
cbp	0.29666
cbp	0.61486
cbp	0.29632
cbp	0.12966
cbp	0.49543
cbp	0.40404
cbp	0.51299
cbp	0.40067
cbp	0.30360
cbp	0.53358
cbp	0.02100
cbp	0.44121
cbp	0.21433
cbp	0.13142
cbp	0.22541
cbp	0.21606
cbp	0.05258
cbp	0.16533
cbp	0.20234
cbp	0.18246
cbp	0.14602
cbp	0.26855
cbp	0.22874
cbp	0.23174
cbp	0.16921
cbp	0.51666
cbp	0.31326
cbp	0.03361
cbp	0.20949
cbp	0.39461
cbp	0.45921
cbp	0.28729
cbp	0.27300
cbp	0.14401
cbp	0.12645
cbp	0.00225
cbp	0.24536
cbp	0.24401
cbp	0.52206
cbp	0.15130
cbp	0.27494
cbp	0.09635
cbp	0.32527
cbp	0.27831
cbp	0.11681
cbp	0.00608
cbp	0.44858
cbp	0.53499
cbp	0.62633
cbp	0.09726
cbp	0.21007
cbp	0.25974
cbp	0.13566
cbp	0.57661
cbp	0.52353
cbp	0.42412
cbp	0.08429
cbp	0.22898
cbp	0.18706
cbp	0.06115
cbp	0.36181
cbp	0.15393
cbp	0.39135
cbp	0.12924
cbp	0.37613
cbp	0.11675
cbp	0.15801
cbp	0.22175
cbp	0.11608
cbp	0.10844
cbp	0.68071
cbp	0.12612
cbp	0.43642
cbp	0.27544
cbp	0.30122
cbp	0.07795
cbp	0.09878
cbp	0.31705
cbp	0.25881
cbp	0.08704
cbp	0.41760
cbp	0.45641
cbp	0.02793
cbp	0.23212
cbp	0.17084
cbp	0.25877
cbp	0.48746
cbp	0.00097
cbp	0.38356
cbp	0.06292
cbp	0.39102
cbp	0.48943
cbp	0.58520
cbp	0.00327
cbp	0.53035
cbp	0.43153
cbp	0.57784
cbp	0.60207
cbp	0.44738
cbp	0.19095
cbp	0.29626
cbp	0.17600
cbp	0.41560
cbp	0.50217
cbp	0.38140
cbp	0.07618
cbp	0.48076
cbp	0.30032
cbp	0.40192
cbp	0.52316
cbp	0.54791
cbp	0.22072
cbp	0.88990
cbp	0.45242
cbp	0.18796
cbp	0.36230
cbp	0.06309
cbp	0.02286
cbp	0.10248
cbp	0.10661
cbp	0.17742
cbp	0.29795
cbp	0.68780
cbp	0.55790
cbp	0.26532
cbp	0.48886
cbp	0.26895
cbp	0.23776
cbp	0.41922
cbp	0.15026
cbp	0.54161
cbp	0.31590
cbp	0.39376
cbp	0.02902
cbp	0.73328
cbp	0.26567
cbp	0.14994
cbp	0.15897
cbp	0.33649
cbp	0.50372
cbp	0.62020
cbp	0.33225
cbp	0.25433
cbp	0.49035
cbp	0.24738
cbp	0.23327
cbp	0.21135
cbp	0.16520
cbp	0.02696
cbp	0.48790
cbp	0.19421
cbp	0.56794
cbp	0.40229
cbp	0.24104
cbp	0.16552
cbp	0.38532
cbp	0.30407
cbp	0.13164
cbp	0.19437
cbp	0.26222
cbp	0.07544
cbp	0.02812
cbp	0.17406
cbp	0.30977
cbp	0.46356
cbp	0.03909
cbp	0.37959
cbp	0.09948
cbp	0.02113
cbp	0.68073
cbp	0.04710
cbp	0.11591
cbp	0.05575
cbp	0.13357
cbp	0.71579
cbp	0.20914
cbp	0.02849
cbp	0.30201
cbp	0.51689
cbp	0.42500
cbp	0.53483
cbp	0.40762
cbp	0.30798
cbp	0.22238
cbp	0.00471
cbp	0.92006
cbp	0.00934
cbp	0.30140
cbp	0.42302
cbp	0.62221
cbp	0.47363
cbp	0.16206
cbp	0.28728
cbp	0.29493
cbp	0.68302
cbp	0.38918
cbp	0.06133
cbp	0.08744
cbp	0.05917
cbp	0.19015
cbp	0.39966
cbp	0.11890
cbp	0.61813
cbp	0.29130
cbp	0.51224
cbp	0.58939
cbp	0.39694
cbp	0.15500
cbp	0.18222
cbp	0.24422
cbp	0.32621
cbp	0.03256
cbp	0.61623
cbp	0.63052
cbp	0.68325
cbp	0.81352
cbp	0.49115
cbp	0.62382
cbp	0.10639
cbp	0.05562
cbp	0.25569
cbp	0.25595
cbp	0.18871
cbp	0.52316
cbp	0.64837
cbp	0.15373
cbp	0.39964
cbp	0.03423
cbp	0.35444
cbp	0.13574
cbp	0.33251
cbp	0.21222
cbp	0.43369
cbp	0.29844
cbp	0.18364
cbp	0.13320
cbp	0.23692
cbp	0.30763
cbp	0.36064
cbp	0.73012
cbp	0.23846
cbp	0.19307
cbp	0.38483
cbp	0.08772
