model	score
cbp	0.77605
cbp	0.41465
cbp	0.33270
cbp	0.25069
cbp	0.36695
cbp	0.13477
cbp	0.32214
cbp	0.58995
cbp	0.38379
cbp	0.09030
cbp	0.37207
cbp	0.40246
cbp	0.22021
cbp	0.10800
cbp	0.34394
cbp	0.39000
cbp	0.53569
cbp	0.31185
cbp	0.71993
cbp	0.19054
cbp	0.39622
cbp	0.29977
cbp	0.65515
cbp	0.43972
cbp	0.49206
cbp	0.80206
cbp	0.63674
cbp	0.76549
cbp	0.19594
cbp	0.53929
cbp	0.31678
cbp	0.44355
cbp	0.77446
cbp	0.63473
cbp	0.28661
cbp	0.29271
cbp	0.17471
cbp	0.62745
cbp	0.16937
cbp	0.66494
cbp	0.09905
cbp	0.32684
cbp	0.85918
cbp	0.78078
cbp	0.69807
cbp	0.00805
cbp	0.11862
cbp	0.13566
cbp	0.30642
cbp	0.30197
cbp	0.75194
cbp	0.83527
cbp	0.01064
cbp	0.28500
cbp	0.55962
cbp	0.24521
cbp	0.89327
cbp	0.39275
cbp	0.48590
cbp	0.19878
cbp	0.51030
cbp	0.65550
cbp	0.55507
cbp	0.18468
cbp	0.57083
cbp	0.27147
cbp	0.68851
cbp	0.18197
cbp	0.73574
cbp	0.04096
cbp	0.84424
cbp	0.09600
cbp	0.77097
cbp	0.21929
cbp	0.80380
cbp	0.38191
cbp	0.59606
cbp	0.10399
cbp	0.18515
cbp	0.17460
cbp	0.11188
cbp	0.34917
cbp	0.14355
cbp	0.80563
cbp	0.22154
cbp	0.60011
cbp	0.66259
cbp	0.52532
cbp	0.32043
cbp	0.54288
cbp	0.75812
cbp	0.21869
cbp	0.17954
cbp	0.75672
cbp	0.05492
cbp	0.15105
cbp	0.19463
cbp	0.54526
cbp	0.17729
cbp	0.32767
cbp	0.14586
cbp	0.54608
cbp	0.76140
cbp	0.61653
cbp	0.65698
cbp	0.04983
cbp	0.13671
cbp	0.24336
cbp	0.34057
cbp	0.86688
cbp	0.55998
cbp	0.46467
cbp	0.27627
cbp	0.42703
cbp	0.77511
cbp	0.53106
cbp	0.76397
cbp	0.39910
cbp	0.43479
cbp	0.15206
cbp	0.26239
cbp	0.52097
cbp	0.10365
cbp	0.21753
cbp	0.20357
cbp	0.62288
cbp	0.15690
cbp	0.28743
cbp	0.23387
cbp	0.22361
cbp	0.23654
cbp	0.78127
cbp	0.50180
cbp	0.21640
cbp	0.41102
cbp	0.32482
cbp	0.23045
cbp	0.73966
cbp	0.20763
cbp	0.12135
cbp	0.71162
cbp	0.45585
cbp	0.51028
cbp	0.35584
cbp	0.01988
cbp	0.25354
cbp	0.34942
cbp	0.49115
cbp	0.03741
cbp	0.78925
cbp	0.30287
cbp	0.33669
cbp	0.51628
cbp	0.43605
cbp	0.36915
cbp	0.14054
cbp	0.62777
cbp	0.46438
cbp	0.15837
cbp	0.75959
cbp	0.34547
cbp	0.30839
cbp	0.04440
cbp	0.20757
cbp	0.49382
cbp	0.67171
cbp	0.25743
cbp	0.41861
cbp	0.24033
cbp	0.70954
cbp	0.68754
cbp	0.57733
cbp	0.22060
cbp	0.34511
cbp	0.17362
cbp	0.18722
cbp	0.06057
cbp	0.15271
cbp	0.01459
cbp	0.06412
cbp	0.28426
cbp	0.58342
cbp	0.32417
cbp	0.55543
cbp	0.01978
cbp	0.18903
cbp	0.53587
cbp	0.36939
cbp	0.51537
cbp	0.52713
cbp	0.52323
cbp	0.00938
cbp	0.19004
cbp	0.40394
cbp	0.66109
cbp	0.11801
cbp	0.25289
cbp	0.25772
cbp	0.57404
cbp	0.28451
cbp	0.54238
cbp	0.23668
cbp	0.17512
cbp	0.33646
cbp	0.24472
cbp	0.45425
cbp	0.80108
cbp	0.72937
cbp	0.11861
cbp	0.79520
cbp	0.41712
cbp	0.55363
cbp	0.28265
cbp	0.10413
cbp	0.35963
cbp	0.03578
cbp	0.08834
cbp	0.23811
cbp	0.64624
cbp	0.36325
cbp	0.00371
cbp	0.23713
cbp	0.30876
cbp	0.37846
cbp	0.22237
cbp	0.46692
cbp	0.65098
cbp	0.52771
cbp	0.38565
cbp	0.60978
cbp	0.59854
cbp	0.23768
cbp	0.19229
cbp	0.28522
cbp	0.24581
cbp	0.15716
cbp	0.57551
cbp	0.23257
cbp	0.42475
cbp	0.26574
cbp	0.21008
cbp	0.69386
cbp	0.12211
cbp	0.26135
cbp	0.16770
cbp	0.23476
cbp	0.24216
cbp	0.69015
cbp	0.58711
cbp	0.02393
cbp	0.16194
cbp	0.30788
cbp	0.39177
cbp	0.62473
cbp	0.49880
cbp	0.52266
cbp	0.53682
cbp	0.73538
cbp	0.24853
cbp	0.00172
cbp	0.15003
cbp	0.26819
cbp	0.27473
cbp	0.29760
cbp	0.05520
cbp	0.19869
cbp	0.57026
cbp	0.07671
cbp	0.23195
cbp	0.81141
cbp	0.71517
cbp	0.20201
cbp	0.06463
cbp	0.34203
cbp	0.79223
cbp	0.32282
cbp	0.45289
cbp	0.80154
cbp	0.15197
cbp	0.24414
cbp	0.40496
cbp	0.78794
cbp	0.47908
cbp	0.87449
cbp	0.27417
cbp	0.11498
cbp	0.67057
cbp	0.48809
cbp	0.53642
cbp	0.62670
cbp	0.60821
cbp	0.54371
cbp	0.00217
cbp	0.33061
cbp	0.25769
cbp	0.29931
cbp	0.20408
cbp	0.36957
cbp	0.34546
cbp	0.45641
cbp	0.25713
cbp	0.11907
cbp	0.70635
cbp	0.22960
cbp	0.26448
cbp	0.24074
cbp	0.22823
cbp	0.32095
cbp	0.13296
cbp	0.71652
cbp	0.37839
cbp	0.60071
cbp	0.12387
cbp	0.04664
cbp	0.20706
cbp	0.69368
cbp	0.24411
cbp	0.58101
cbp	0.27898
cbp	0.62283
cbp	0.44695
cbp	0.23975
cbp	0.11350
cbp	0.59515
cbp	0.11733
cbp	0.38953
cbp	0.18247
cbp	0.00768
cbp	0.17474
cbp	0.00467
cbp	0.15032
cbp	0.31328
cbp	0.02153
cbp	0.44454
cbp	0.13672
cbp	0.26423
cbp	0.37972
cbp	0.27432
cbp	0.37032
cbp	0.59356
cbp	0.26736
cbp	0.11377
cbp	0.10428
cbp	0.19496
cbp	0.60402
cbp	0.32998
cbp	0.37515
cbp	0.04568
cbp	0.02762
cbp	0.54161
cbp	0.27903
cbp	0.38369
cbp	0.35429
cbp	0.37825
cbp	0.15274
cbp	0.19315
cbp	0.18891
cbp	0.20097
cbp	0.49302
cbp	0.25358
cbp	0.30821
cbp	0.70265
cbp	0.16436
cbp	0.38256
cbp	0.48416
cbp	0.80170
cbp	0.35363
cbp	0.22847
cbp	0.00056
cbp	0.80187
cbp	0.24889
cbp	0.00614
cbp	0.16471
cbp	0.36149
cbp	0.17545
cbp	0.11582
cbp	0.10260
cbp	0.28446
cbp	0.75768
cbp	0.51239
cbp	0.29731
cbp	0.60499
cbp	0.00365
cbp	0.16487
cbp	0.37150
cbp	0.23752
cbp	0.59798
cbp	0.24332
cbp	0.20559
cbp	0.39966
cbp	0.25688
cbp	0.25203
cbp	0.39905
cbp	0.47669
cbp	0.37099
cbp	0.46587
cbp	0.81128
cbp	0.50689
cbp	0.23063
cbp	0.66902
cbp	0.16912
cbp	0.51959
cbp	0.35653
cbp	0.07080
cbp	0.24964
cbp	0.31584
cbp	0.16595
cbp	0.23287
cbp	0.32738
cbp	0.71520
cbp	0.95705
cbp	0.81676
cbp	0.52591
cbp	0.70483
cbp	0.17871
cbp	0.65007
cbp	0.36676
cbp	0.08853
cbp	0.15066
cbp	0.39048
cbp	0.52073
cbp	0.09087
cbp	0.12072
cbp	0.16933
cbp	0.13274
cbp	0.04074
cbp	0.52197
cbp	0.31719
cbp	0.46076
cbp	0.13005
cbp	0.24099
cbp	0.79642
cbp	0.33660
cbp	0.24855
cbp	0.06787
cbp	0.21887
cbp	0.22689
cbp	0.22996
cbp	0.00047
cbp	0.29659
cbp	0.03236
cbp	0.00383
cbp	0.42817
cbp	0.08911
cbp	0.55187
cbp	0.29131
cbp	0.64210
cbp	0.63036
cbp	0.42817
cbp	0.43035
cbp	0.26585
cbp	0.20992
cbp	0.38731
cbp	0.38070
cbp	0.27669
cbp	0.33205
cbp	0.07302
cbp	0.60313
cbp	0.06892
cbp	0.52613
cbp	0.25587
cbp	0.22588
cbp	0.34562
cbp	0.49694
cbp	0.23324
cbp	0.59571
cbp	0.42082
cbp	0.66504
cbp	0.47217
cbp	0.68983
cbp	0.32358
cbp	0.24666
cbp	0.30068
cbp	0.24193
cbp	0.89738
cbp	0.25362
cbp	0.42090
cbp	0.11710
cbp	0.12569
cbp	0.22369
cbp	0.08559
cbp	0.38330
cbp	0.03370
cbp	0.14897
cbp	0.41201
cbp	0.45880
cbp	0.09584
cbp	0.36449
cbp	0.33453
cbp	0.33729
cbp	0.67918
cbp	0.28612
cbp	0.18558
cbp	0.01619
cbp	0.17746
cbp	0.45545
cbp	0.61590
cbp	0.00888
cbp	0.19867
cbp	0.59505
cbp	0.28545
cbp	0.33219
cbp	0.09576
cbp	0.37206
cbp	0.41549
cbp	0.20875
cbp	0.35406
cbp	0.29563
cbp	0.39918
cbp	0.30928
cbp	0.17806
cbp	0.38986
cbp	0.11421
cbp	0.28260
cbp	0.40173
cbp	0.44481
cbp	0.40470
cbp	0.77217
cbp	0.23789
cbp	0.16170
cbp	0.28884
cbp	0.70230
cbp	0.61117
cbp	0.14087
cbp	0.32914
cbp	0.30528
cbp	0.17658
cbp	0.04561
cbp	0.27005
cbp	0.23389
cbp	0.18709
cbp	0.28822
cbp	0.26775
cbp	0.39174
cbp	0.48590
cbp	0.75404
cbp	0.21472
cbp	0.10474
cbp	0.02647
cbp	0.17911
cbp	0.00129
cbp	0.09792
cbp	0.65585
cbp	0.37518
cbp	0.27535
cbp	0.35237
cbp	0.41954
cbp	0.68048
cbp	0.11285
cbp	0.59678
cbp	0.00083
cbp	0.36840
cbp	0.15907
cbp	0.00340
cbp	0.21682
cbp	0.42021
cbp	0.12599
cbp	0.45778
cbp	0.00846
cbp	0.29369
cbp	0.00147
cbp	0.36166
cbp	0.36738
cbp	0.43996
cbp	0.79475
cbp	0.45227
cbp	0.07241
cbp	0.54287
cbp	0.00275
cbp	0.27586
cbp	0.04658
cbp	0.36633
cbp	0.46936
cbp	0.09442
cbp	0.77445
cbp	0.30538
cbp	0.69888
cbp	0.28935
cbp	0.22818
cbp	0.02411
cbp	0.85714
cbp	0.26742
cbp	0.15727
cbp	0.26765
cbp	0.27380
cbp	0.19702
cbp	0.14903
cbp	0.70114
cbp	0.77245
cbp	0.34979
cbp	0.26502
cbp	0.26114
cbp	0.25178
cbp	0.25490
cbp	0.82753
cbp	0.52471
cbp	0.01511
cbp	0.47678
cbp	0.12674
cbp	0.77792
cbp	0.10711
cbp	0.20061
cbp	0.28272
cbp	0.54905
cbp	0.33699
cbp	0.20624
cbp	0.59602
cbp	0.12897
cbp	0.40080
cbp	0.66445
cbp	0.37318
cbp	0.11697
cbp	0.37512
cbp	0.62773
cbp	0.13142
cbp	0.00255
cbp	0.24865
cbp	0.28061
cbp	0.05969
cbp	0.15971
cbp	0.27047
cbp	0.72448
cbp	0.27659
cbp	0.41316
cbp	0.21023
cbp	0.34081
cbp	0.01411
cbp	0.46395
cbp	0.76495
cbp	0.39958
cbp	0.36653
cbp	0.21273
cbp	0.80101
cbp	0.18058
cbp	0.63277
cbp	0.39272
cbp	0.13006
cbp	0.32940
cbp	0.10716
cbp	0.48416
cbp	0.38774
cbp	0.33724
cbp	0.45747
cbp	0.69113
cbp	0.41816
cbp	0.22197
cbp	0.11589
cbp	0.48991
cbp	0.18172
cbp	0.22688
cbp	0.37115
cbp	0.14810
cbp	0.59678
cbp	0.27136
cbp	0.22936
cbp	0.30757
cbp	0.20628
cbp	0.39613
cbp	0.80598
cbp	0.28816
cbp	0.43478
cbp	0.56562
cbp	0.09402
cbp	0.61819
cbp	0.48826
cbp	0.52316
cbp	0.23934
cbp	0.81346
cbp	0.16256
cbp	0.22961
cbp	0.28301
cbp	0.59419
cbp	0.59836
cbp	0.59083
cbp	0.54067
cbp	0.53710
cbp	0.06915
cbp	0.23902
cbp	0.57198
cbp	0.10675
cbp	0.01837
cbp	0.62593
cbp	0.24230
cbp	0.10462
cbp	0.43815
cbp	0.72322
cbp	0.38531
cbp	0.71169
cbp	0.29169
cbp	0.33177
cbp	0.14768
cbp	0.24701
cbp	0.35484
cbp	0.74102
cbp	0.16760
cbp	0.19252
cbp	0.07568
cbp	0.36606
cbp	0.10316
cbp	0.37016
cbp	0.71381
cbp	0.15100
cbp	0.31864
cbp	0.26082
cbp	0.47477
cbp	0.18564
cbp	0.13881
cbp	0.24175
cbp	0.01644
cbp	0.25588
cbp	0.34570
cbp	0.27682
cbp	0.61478
cbp	0.12335
cbp	0.56184
cbp	0.00905
cbp	0.01900
cbp	0.20746
cbp	0.08439
cbp	0.25308
cbp	0.18298
cbp	0.53390
cbp	0.40349
cbp	0.22979
cbp	0.17209
cbp	0.06645
cbp	0.42162
cbp	0.02828
cbp	0.60897
cbp	0.26407
cbp	0.11633
cbp	0.17677
cbp	0.32840
cbp	0.29477
cbp	0.15122
cbp	0.54557
cbp	0.62601
cbp	0.16635
cbp	0.28352
cbp	0.39206
cbp	0.03793
cbp	0.16976
cbp	0.20833
cbp	0.26290
cbp	0.60599
cbp	0.35299
cbp	0.19086
cbp	0.45838
cbp	0.82298
cbp	0.36929
cbp	0.68452
cbp	0.77305
cbp	0.21225
cbp	0.13097
cbp	0.76948
cbp	0.22266
cbp	0.44416
cbp	0.31512
cbp	0.31137
cbp	0.55618
cbp	0.00165
cbp	0.12078
cbp	0.00290
cbp	0.38108
cbp	0.62773
cbp	0.84597
cbp	0.69885
cbp	0.35822
cbp	0.34551
cbp	0.13239
cbp	0.20774
cbp	0.46502
cbp	0.13751
cbp	0.29940
cbp	0.56309
cbp	0.75001
cbp	0.46139
cbp	0.36841
cbp	0.34419
cbp	0.37939
cbp	0.36643
cbp	0.18322
cbp	0.24765
cbp	0.25938
cbp	0.31555
cbp	0.41996
cbp	0.85592
cbp	0.32308
cbp	0.21668
cbp	0.20631
cbp	0.39100
cbp	0.31081
cbp	0.25939
cbp	0.21155
cbp	0.03804
cbp	0.29075
cbp	0.63276
cbp	0.27455
cbp	0.72522
cbp	0.52263
cbp	0.02140
cbp	0.41144
cbp	0.26287
cbp	0.27631
cbp	0.33180
cbp	0.21502
cbp	0.58884
cbp	0.52927
cbp	0.59096
cbp	0.44481
cbp	0.76225
cbp	0.38323
cbp	0.43673
cbp	0.23173
cbp	0.23966
cbp	0.00351
cbp	0.35070
cbp	0.39299
cbp	0.00516
cbp	0.61425
cbp	0.21313
cbp	0.07678
cbp	0.32527
cbp	0.57905
cbp	0.85975
cbp	0.11029
cbp	0.52786
cbp	0.76164
cbp	0.36867
cbp	0.67533
cbp	0.46820
cbp	0.39813
cbp	0.49543
cbp	0.74138
cbp	0.08025
cbp	0.26233
cbp	0.34688
cbp	0.28901
cbp	0.11892
cbp	0.23112
cbp	0.07395
cbp	0.36900
cbp	0.80766
cbp	0.26040
cbp	0.04528
cbp	0.22099
cbp	0.10172
cbp	0.68705
cbp	0.25604
cbp	0.31557
cbp	0.64120
cbp	0.39199
cbp	0.57432
cbp	0.35369
cbp	0.85361
cbp	0.30598
cbp	0.19304
cbp	0.30053
cbp	0.24498
cbp	0.23608
cbp	0.59662
cbp	0.34587
cbp	0.32143
cbp	0.21634
cbp	0.35650
cbp	0.30176
cbp	0.44481
cbp	0.50116
cbp	0.67766
cbp	0.16228
cbp	0.14451
cbp	0.27604
cbp	0.43638
cbp	0.27804
cbp	0.64658
cbp	0.26369
cbp	0.48449
cbp	0.16257
cbp	0.40239
cbp	0.26429
cbp	0.37010
cbp	0.55173
cbp	0.77699
cbp	0.28078
cbp	0.16825
cbp	0.32374
cbp	0.63169
cbp	0.21105
cbp	0.59033
cbp	0.48177
cbp	0.24858
cbp	0.49382
cbp	0.45218
cbp	0.74362
cbp	0.15509
cbp	0.14729
cbp	0.28236
cbp	0.10378
cbp	0.41545
cbp	0.01536
cbp	0.31331
cbp	0.80450
cbp	0.14297
cbp	0.12492
cbp	0.28880
cbp	0.06550
cbp	0.44241
cbp	0.29705
cbp	0.07570
cbp	0.36419
cbp	0.66710
cbp	0.03932
cbp	0.22255
cbp	0.00858
cbp	0.14675
cbp	0.19730
cbp	0.32674
cbp	0.18129
cbp	0.68526
cbp	0.75285
cbp	0.26091
cbp	0.28454
cbp	0.32372
cbp	0.50224
cbp	0.24286
cbp	0.31633
cbp	0.53521
cbp	0.24144
cbp	0.32061
cbp	0.09675
cbp	0.00294
cbp	0.59538
cbp	0.81921
cbp	0.00486
cbp	0.37260
cbp	0.86788
cbp	0.35410
cbp	0.20967
cbp	0.35171
cbp	0.31786
cbp	0.50183
cbp	0.30938
cbp	0.23834
cbp	0.00134
cbp	0.30310
cbp	0.33797
cbp	0.25715
cbp	0.17679
cbp	0.14337
cbp	0.16268
cbp	0.02942
cbp	0.68340
cbp	0.31517
cbp	0.36125
cbp	0.28246
cbp	0.15415
cbp	0.14430
cbp	0.32109
cbp	0.78654
cbp	0.16733
cbp	0.33164
cbp	0.40925
cbp	0.75792
cbp	0.64824
cbp	0.16427
cbp	0.77899
cbp	0.22048
cbp	0.32273
cbp	0.42055
cbp	0.43210
cbp	0.42540
cbp	0.41441
cbp	0.26575
cbp	0.26021
cbp	0.43372
cbp	0.82967
cbp	0.49784
cbp	0.18898
cbp	0.29212
cbp	0.53858
cbp	0.09150
cbp	0.51973
cbp	0.07340
cbp	0.43220
cbp	0.28183
cbp	0.22604
cbp	0.11784
cbp	0.41360
cbp	0.20266
cbp	0.58819
cbp	0.25165
cbp	0.37713
cbp	0.02359
cbp	0.11358
cbp	0.23917
cbp	0.00325
cbp	0.25377
cbp	0.35737
cbp	0.00527
cbp	0.11006
cbp	0.35167
cbp	0.39247
cbp	0.25146
cbp	0.22200
cbp	0.11660
cbp	0.73206
cbp	0.39232
cbp	0.23932
cbp	0.20773
cbp	0.35007
cbp	0.63510
cbp	0.20721
cbp	0.17672
cbp	0.45551
cbp	0.26038
cbp	0.47483
cbp	0.37401
cbp	0.15166
cbp	0.26609
cbp	0.69171
cbp	0.49608
cbp	0.44429
cbp	0.10329
cbp	0.07025
cbp	0.35115
cbp	0.08724
cbp	0.42443
cbp	0.32221
cbp	0.27826
cbp	0.57066
cbp	0.58705
cbp	0.04491
cbp	0.55579
cbp	0.00377
cbp	0.05733
cbp	0.62749
cbp	0.14060
cbp	0.42395
cbp	0.20685
cbp	0.14981
cbp	0.20676
cbp	0.35094
cbp	0.69646
cbp	0.19701
cbp	0.60211
cbp	0.83396
cbp	0.24624
cbp	0.00342
cbp	0.34786
cbp	0.40977
cbp	0.26010
cbp	0.12872
cbp	0.21205
cbp	0.54566
cbp	0.33433
cbp	0.39654
cbp	0.41799
cbp	0.05413
cbp	0.30871
cbp	0.00272
cbp	0.15224
cbp	0.00220
cbp	0.04864
cbp	0.13824
cbp	0.13222
cbp	0.28173
cbp	0.62781
cbp	0.51195
cbp	0.40583
cbp	0.44137
cbp	0.68999
cbp	0.44640
cbp	0.24009
cbp	0.28513
cbp	0.09419
cbp	0.42652
cbp	0.86701
cbp	0.61990
cbp	0.15721
cbp	0.24495
cbp	0.60957
cbp	0.64584
cbp	0.31558
cbp	0.16636
cbp	0.14947
cbp	0.15931
cbp	0.23003
cbp	0.75581
cbp	0.04919
cbp	0.23922
cbp	0.35169
cbp	0.15190
cbp	0.27212
cbp	0.18889
cbp	0.62414
cbp	0.10415
cbp	0.16414
cbp	0.85771
cbp	0.43277
cbp	0.62862
cbp	0.32056
cbp	0.32628
cbp	0.35708
cbp	0.03125
cbp	0.76729
cbp	0.27538
cbp	0.24006
cbp	0.17656
cbp	0.40154
cbp	0.05567
cbp	0.22678
cbp	0.11731
cbp	0.05894
cbp	0.32183
cbp	0.38755
cbp	0.39834
cbp	0.68524
cbp	0.35864
cbp	0.40033
cbp	0.41484
cbp	0.34469
cbp	0.33023
cbp	0.23175
cbp	0.35659
cbp	0.21970
cbp	0.46780
cbp	0.22546
cbp	0.60844
cbp	0.52584
cbp	0.01713
cbp	0.27329
cbp	0.24800
cbp	0.52057
cbp	0.28592
cbp	0.43699
cbp	0.50606
cbp	0.17988
cbp	0.61098
cbp	0.31568
cbp	0.42371
cbp	0.20175
cbp	0.28393
cbp	0.61567
cbp	0.18704
cbp	0.22099
cbp	0.40494
cbp	0.38634
cbp	0.06013
cbp	0.31997
cbp	0.57809
cbp	0.31797
cbp	0.44869
cbp	0.26825
cbp	0.18528
cbp	0.79687
cbp	0.19294
cbp	0.63321
cbp	0.22362
cbp	0.37062
cbp	0.21744
cbp	0.40035
cbp	0.42862
cbp	0.18645
cbp	0.41184
cbp	0.46570
cbp	0.45800
cbp	0.50572
cbp	0.26193
cbp	0.11977
cbp	0.26139
cbp	0.52607
cbp	0.34838
cbp	0.34583
cbp	0.00252
cbp	0.41613
cbp	0.54760
cbp	0.46069
cbp	0.05902
cbp	0.14924
cbp	0.22527
cbp	0.49269
cbp	0.45099
cbp	0.19528
cbp	0.41669
cbp	0.35433
cbp	0.31347
cbp	0.41013
cbp	0.36603
cbp	0.13448
cbp	0.13305
cbp	0.26589
cbp	0.32445
cbp	0.12030
cbp	0.52001
cbp	0.23427
cbp	0.81256
cbp	0.40887
cbp	0.09572
cbp	0.05147
cbp	0.56824
cbp	0.05164
cbp	0.24489
cbp	0.19188
cbp	0.02360
cbp	0.00787
cbp	0.69839
cbp	0.85400
cbp	0.51432
cbp	0.50871
cbp	0.62060
cbp	0.37294
cbp	0.15061
cbp	0.17585
cbp	0.02878
cbp	0.01331
cbp	0.73732
cbp	0.46778
cbp	0.27840
cbp	0.74231
cbp	0.28817
cbp	0.39034
cbp	0.45149
cbp	0.20066
cbp	0.16742
cbp	0.61917
cbp	0.39408
cbp	0.35712
cbp	0.11517
cbp	0.52169
cbp	0.59678
cbp	0.23389
cbp	0.44421
cbp	0.22451
cbp	0.35293
cbp	0.28155
cbp	0.13103
cbp	0.34383
cbp	0.17492
cbp	0.14994
cbp	0.59703
cbp	0.31389
cbp	0.51562
cbp	0.57066
cbp	0.34807
cbp	0.12886
cbp	0.06932
cbp	0.05035
cbp	0.53769
cbp	0.27898
cbp	0.31959
cbp	0.09174
cbp	0.28866
cbp	0.27393
cbp	0.25652
cbp	0.52385
cbp	0.46693
cbp	0.51354
cbp	0.45289
cbp	0.49144
cbp	0.18684
cbp	0.11719
cbp	0.26354
cbp	0.21511
cbp	0.23755
cbp	0.56235
cbp	0.40659
cbp	0.09658
cbp	0.17616
cbp	0.15394
cbp	0.22797
cbp	0.23761
cbp	0.15691
cbp	0.27650
cbp	0.47049
cbp	0.28289
cbp	0.81896
cbp	0.20497
cbp	0.81421
cbp	0.69716
cbp	0.03487
cbp	0.63074
cbp	0.35736
cbp	0.41017
cbp	0.65976
cbp	0.25489
cbp	0.26099
cbp	0.29252
cbp	0.22406
cbp	0.27508
cbp	0.58419
cbp	0.25038
cbp	0.74183
cbp	0.27405
cbp	0.91713
cbp	0.65276
cbp	0.13340
cbp	0.00278
cbp	0.08091
cbp	0.42952
cbp	0.22603
cbp	0.03657
cbp	0.40479
cbp	0.58767
cbp	0.26690
cbp	0.09780
cbp	0.42787
cbp	0.74941
cbp	0.33464
cbp	0.51233
cbp	0.37826
cbp	0.01069
cbp	0.54576
cbp	0.49442
cbp	0.74473
cbp	0.88654
cbp	0.29663
cbp	0.20872
cbp	0.69337
cbp	0.25414
cbp	0.46688
cbp	0.40568
cbp	0.54644
cbp	0.01473
cbp	0.53918
cbp	0.15229
cbp	0.65110
cbp	0.34688
cbp	0.30215
cbp	0.70483
cbp	0.30740
cbp	0.42634
cbp	0.77357
cbp	0.37173
cbp	0.27385
cbp	0.61323
cbp	0.67507
cbp	0.91029
cbp	0.14276
cbp	0.78505
cbp	0.39768
cbp	0.20927
cbp	0.18860
cbp	0.39869
cbp	0.12479
cbp	0.29198
cbp	0.03760
cbp	0.56658
cbp	0.29313
cbp	0.10271
cbp	0.60144
cbp	0.45907
cbp	0.07797
cbp	0.74232
cbp	0.17825
cbp	0.23065
cbp	0.73436
cbp	0.62088
cbp	0.10660
cbp	0.18698
cbp	0.51237
cbp	0.24304
cbp	0.73313
cbp	0.27407
cbp	0.33230
cbp	0.34764
cbp	0.20615
cbp	0.28221
cbp	0.28451
cbp	0.28359
cbp	0.18573
cbp	0.11565
cbp	0.67447
cbp	0.25294
cbp	0.20755
cbp	0.22175
cbp	0.37481
cbp	0.29679
cbp	0.23106
cbp	0.55548
cbp	0.03879
cbp	0.66153
cbp	0.23401
cbp	0.37540
cbp	0.28324
cbp	0.49590
cbp	0.21083
cbp	0.22207
cbp	0.06298
cbp	0.02438
cbp	0.18613
cbp	0.35183
cbp	0.38847
cbp	0.23381
cbp	0.39176
cbp	0.22439
cbp	0.03996
cbp	0.30844
cbp	0.12665
cbp	0.13928
cbp	0.70521
cbp	0.00161
cbp	0.67421
cbp	0.19256
cbp	0.26910
cbp	0.00056
cbp	0.10040
cbp	0.32463
cbp	0.34159
cbp	0.19494
cbp	0.42469
cbp	0.19117
cbp	0.05756
cbp	0.64444
cbp	0.00122
cbp	0.63371
cbp	0.73926
cbp	0.43692
cbp	0.28827
cbp	0.31506
cbp	0.29301
cbp	0.29589
cbp	0.36327
cbp	0.22599
cbp	0.42115
cbp	0.38445
cbp	0.13164
cbp	0.35071
cbp	0.34616
cbp	0.34663
cbp	0.23544
cbp	0.84382
cbp	0.34442
cbp	0.57397
cbp	0.39558
cbp	0.39660
cbp	0.35155
cbp	0.12326
cbp	0.47326
cbp	0.79930
cbp	0.34803
cbp	0.12918
cbp	0.29279
cbp	0.29571
cbp	0.81192
cbp	0.46758
cbp	0.24903
cbp	0.30078
cbp	0.37426
cbp	0.24177
cbp	0.35806
cbp	0.70515
cbp	0.19168
cbp	0.34785
cbp	0.57720
cbp	0.44980
cbp	0.33689
cbp	0.07865
cbp	0.15299
cbp	0.02629
cbp	0.27452
cbp	0.35649
cbp	0.60034
cbp	0.16040
cbp	0.36848
cbp	0.42006
cbp	0.42681
cbp	0.15771
cbp	0.38747
cbp	0.36461
cbp	0.25973
cbp	0.00080
cbp	0.52243
cbp	0.26959
cbp	0.17344
cbp	0.03578
cbp	0.42547
cbp	0.09842
cbp	0.83182
cbp	0.15420
cbp	0.02573
cbp	0.37072
cbp	0.24422
cbp	0.25845
cbp	0.61827
cbp	0.24951
cbp	0.56900
cbp	0.23333
cbp	0.60527
cbp	0.43178
cbp	0.19607
cbp	0.12999
cbp	0.26504
cbp	0.24684
cbp	0.26372
cbp	0.28334
cbp	0.59053
cbp	0.37834
cbp	0.55435
cbp	0.13182
cbp	0.04576
cbp	0.52899
cbp	0.39026
cbp	0.65094
cbp	0.75301
cbp	0.06272
cbp	0.15214
cbp	0.86494
cbp	0.02587
cbp	0.00236
cbp	0.32433
cbp	0.20416
cbp	0.12344
cbp	0.35130
cbp	0.61045
cbp	0.01891
cbp	0.63504
cbp	0.60645
cbp	0.23625
cbp	0.25008
cbp	0.29359
cbp	0.60204
cbp	0.07916
cbp	0.36925
cbp	0.75598
cbp	0.62671
cbp	0.11990
cbp	0.00187
cbp	0.21735
cbp	0.05742
cbp	0.39678
cbp	0.39889
cbp	0.28267
cbp	0.52953
cbp	0.07291
cbp	0.73247
cbp	0.29215
cbp	0.39906
cbp	0.29074
cbp	0.26740
cbp	0.00097
cbp	0.39506
cbp	0.28671
cbp	0.61554
cbp	0.19662
cbp	0.29746
cbp	0.27772
cbp	0.63747
cbp	0.74208
cbp	0.01904
cbp	0.35443
cbp	0.36890
cbp	0.21429
cbp	0.22207
cbp	0.36600
cbp	0.21235
